,ID,Time,Lane,Class,x,Speed,Acceleration,Mileage
65092,179,0.0,2,2,36.0,67.92048000000186,0.0,4.9792542
65093,181,0.0,2,1,36.0,67.1400000000002,-0.02640000000369014,4.948038
65094,180,0.0,1,2,24.0,68.49899999999991,0.002639999998024223,4.9232965
65095,185,0.0,1,4,24.0,68.50476000000008,0.00158399999975245,4.8867655
65096,187,0.0,1,4,24.0,68.49972000000193,-0.0010560000029613548,4.7687798
65097,193,0.0,1,4,24.0,68.83452000000077,-0.09556800000069643,4.735631
65098,195,0.0,1,2,24.0,69.25319999999822,-0.19747199999571308,4.7045374
65099,197,0.0,1,5,24.0,67.72823999999993,-0.17318400000263523,4.676275
65100,205,0.0,1,4,24.0,69.03108000000202,-0.09979200000316268,4.643832
65101,173,0.0,3,3,48.0,60.001199999999955,-0.0036960000009855776,4.486506
65102,189,0.0,3,2,48.0,60.00012000000012,-0.0005279999967910953,4.4148393
65103,186,0.0,3,1,48.0,60.60311999999968,-0.09503999999921575,4.384995
65104,183,0.0,2,2,36.0,60.00012000000012,0.0010559999982717727,4.309839
65105,188,0.0,2,2,36.0,60.001199999999955,-0.0031679999995049,4.285674
65106,204,0.0,3,4,48.0,70.100639999999,-0.0005279999967910953,4.2580266
65107,196,0.0,2,2,36.0,59.223599999999976,-0.10031999999995378,4.256599
65108,203,0.0,2,0,36.0,60.53760000000139,-4.689582056016661e-12,4.239535
65109,219,0.0,1,2,24.0,79.98587999999849,-0.09292799999798262,4.23036
65110,199,0.0,2,4,36.0,61.17515999999874,0.20064000000459714,4.2287774
65111,212,0.0,2,0,36.0,63.25560000000081,-0.4857600000022444,4.191405
65112,192,0.0,3,2,48.0,59.99904000000029,0.002639999998024223,4.173172
65113,194,0.0,3,2,48.0,57.8901600000016,0.26294399999642337,4.156337
65114,207,0.0,3,2,48.0,57.522959999998236,0.28723200000356996,4.1342344
65115,198,0.0,3,5,48.0,56.37204000000011,0.48048000000150637,4.1080875
65116,210,0.0,2,2,36.0,72.89964000000175,0.0021119999965435454,4.0846705
65117,190,0.0,0,2,12.0,58.74948000000053,0.0,4.0318384
65118,200,0.0,3,0,48.0,64.50011999999923,-0.8537759999978789,4.0260477
65119,208,0.0,0,4,12.0,59.52852000000135,0.09609599999748752,4.018642
65120,214,0.0,0,2,12.0,58.943520000001115,0.3711839999951394,3.9894998
65121,220,0.0,2,2,36.0,72.89820000000091,0.002639999998024223,3.9880245
65122,209,0.0,0,4,12.0,68.50080000000017,-0.001056000000626985,3.8577342
65123,218,0.0,0,4,12.0,68.50007999999974,0.001056000000626985,3.8333662
65124,221,0.0,0,1,12.0,67.00535999999992,0.9973919999996743,3.8231404
65125,202,0.0,3,2,48.0,65.10096000000073,-0.00052800000150152,3.8146544
65126,206,0.0,1,2,24.0,63.49967999999944,0.0036960000009855776,3.7808712
65127,211,0.0,1,2,24.0,63.496799999999354,0.002640000002713805,3.7570405
65128,213,0.0,3,2,48.0,65.00016000000102,-0.0010560000029613548,3.735689
65129,216,0.0,2,1,36.0,67.90067999999908,-0.00263999999800338,3.7218924
65130,217,0.0,2,3,36.0,67.90139999999951,-0.00475199999925735,3.6988428
65131,224,0.0,0,1,12.0,73.49759999999996,0.00158399999975245,3.6964996
65132,215,0.0,3,2,48.0,65.09880000000106,-0.0010560000029613548,3.604818
65133,222,0.0,3,3,48.0,65.60855999999973,-0.0960959999998219,3.574674
65134,225,0.0,1,2,24.0,73.49759999999996,0.0,3.5740745
65135,223,0.0,2,2,36.0,67.89996000000028,0.0,3.5615582
65136,229,0.0,0,2,12.0,73.49759999999996,0.0,3.48009
65137,226,0.0,2,4,36.0,67.89923999999985,0.0015840000020868198,3.3332965
65138,234,0.0,0,4,12.0,73.49759999999996,0.0,3.1758914
65139,228,0.0,2,2,36.0,67.89852000000103,0.003695999998651208,3.1522303
65140,237,0.0,0,2,12.0,73.52172000000046,-0.013728000000980956,3.1387465
65141,227,0.0,3,6,48.0,64.99980000000001,0.0005280000014806774,3.1362455
65142,232,0.0,1,4,24.0,68.49935999999931,0.0036960000010064203,3.1328464
65143,235,0.0,1,2,24.0,66.55752000000064,-1.548624000002629,3.1113043
65144,238,0.0,0,3,12.0,73.59372000000093,0.6272639999980962,3.0674813
65145,242,0.0,1,5,24.0,71.38871999999967,-0.32207999999810305,3.0673776
65146,239,0.0,1,3,24.0,73.49795999999938,-0.0005279999991463076,2.9757175
65147,240,0.0,1,3,24.0,74.58948000000038,0.20011200000078208,2.9596438
65148,236,0.0,3,2,48.0,65.09807999999904,0.0005280000014598348,2.9519358
65149,233,0.0,2,4,36.0,65.00052000000042,-0.0010560000006061424,2.8930027
65150,243,0.0,0,2,12.0,73.49759999999996,0.0,2.8676808
65151,230,0.0,2,4,36.0,64.99944000000059,0.0015839999974180804,2.814857
65152,246,0.0,0,1,12.0,78.50015999999994,0.0005279999991254651,2.7924194
65153,241,0.0,1,2,24.0,68.50044000000075,0.0005279999967910953,2.7184594
65154,244,0.0,1,3,24.0,68.50043999999914,-0.0010559999982509302,2.670487
65155,253,0.0,1,5,24.0,69.1657200000007,-6.900960000000903,2.6626909
65156,251,0.0,2,1,36.0,72.90287999999964,-0.0010559999982509302,2.615396
65157,231,0.0,3,2,48.0,59.99724000000004,0.0005280000014806774,2.5682218
65158,263,0.0,0,2,12.0,88.50239999999978,-0.0031679999995049,2.4448352
65159,270,0.0,1,1,24.0,73.49759999999996,0.0,2.4287367
65160,249,0.0,2,2,36.0,67.90571999999884,-0.0010559999982717727,2.3619435
65161,252,0.0,2,2,36.0,65.74212000000017,-1.9097760000001072,2.3534667
65162,254,0.0,3,0,48.0,70.10100000000001,-0.0010559999982717727,2.326033
65163,250,0.0,0,4,12.0,68.49540000000101,-0.0010560000029613548,2.3127747
65164,262,0.0,0,3,12.0,67.26887999999872,0.17265600000348894,2.2931297
65165,257,0.0,0,2,12.0,66.21696000000003,-0.0021120000012122848,2.2624054
65166,264,0.0,0,4,12.0,69.8785200000012,0.6277919999972634,2.210266
65167,245,0.0,3,3,48.0,59.99724000000004,0.0,2.2065709
65168,247,0.0,3,1,48.0,61.21764000000116,-0.9197760000024146,2.1914678
