,ID,Time,Lane,Class,x,Speed,Acceleration,Mileage
63631,178,0.0,2,1,36.0,64.99872000000018,0.004223999997776673,4.8713818
63632,193,0.0,1,4,24.0,73.49940000000181,0.001583999995062868,4.865123
63633,157,0.0,3,3,48.0,60.001199999999955,0.0,4.803173
63634,173,0.0,3,2,48.0,60.46308000000025,-0.10190399999970623,4.7734947
63635,180,0.0,3,4,48.0,65.00051999999883,-0.0021120000012331275,4.631243
63636,190,0.0,3,2,48.0,65.00160000000186,-0.002640000002713805,4.606572
63637,183,0.0,3,6,48.0,64.98935999999951,0.0,4.5431714
63638,182,0.0,0,4,12.0,63.496799999999354,0.005280000000738028,4.523524
63639,185,0.0,0,3,12.0,63.49931999999683,4.689582056016661e-12,4.500359
63640,189,0.0,0,4,12.0,63.435959999998204,0.009504000003204283,4.4776325
63641,181,0.0,1,2,24.0,63.499320000000026,0.0031680000041944822,4.447721
63642,186,0.0,0,1,12.0,62.82360000000118,-0.04752000000195267,4.446825
63643,195,0.0,3,3,48.0,65.09879999999946,0.0021120000012331275,4.444782
63644,192,0.0,1,2,24.0,63.747719999999575,0.0031679999995049,4.438779
63645,203,0.0,1,2,24.0,65.66040000000122,-0.6842880000009188,4.408224
63646,200,0.0,0,2,12.0,65.7291600000022,-0.44246400000744757,4.4052076
63647,194,0.0,2,2,36.0,65.00159999999866,-0.0031679999995049,4.3958716
63648,191,0.0,3,2,48.0,64.96452000000019,-0.005280000000738028,4.3877873
63649,201,0.0,0,4,12.0,67.46759999999803,-0.7075199999957249,4.382181
63650,198,0.0,3,2,48.0,65.64347999999853,0.198528000003364,4.3772044
63651,212,0.0,3,4,48.0,66.43080000000019,-0.09873600000020133,4.342276
63652,196,0.0,1,1,24.0,68.50079999999856,4.689582056016661e-12,4.316321
63653,197,0.0,1,2,24.0,68.49971999999873,0.0015840000044420322,4.2904153
63654,206,0.0,1,2,24.0,68.70743999999931,-0.10084799999674487,4.259481
63655,202,0.0,1,2,24.0,69.08651999999762,0.0031680000041944822,4.220264
63656,205,0.0,0,2,12.0,73.49975999999963,0.0010560000029613548,4.147709
