,ID,Time,Lane,Class,x,Speed,Acceleration,Mileage
71396,176,0.0,0,2,12.0,58.74983999999834,0.0,4.978475
71397,187,0.0,0,3,12.0,58.7484000000007,0.005279999996048446,4.957142
71398,188,0.0,1,2,24.0,58.7520000000012,-0.00528000000542761,4.939298
71399,194,0.0,0,2,12.0,58.7520000000012,-0.005280000000738028,4.936386
71400,189,0.0,1,2,24.0,58.75092000000137,-0.0021120000012331275,4.9160476
71401,202,0.0,0,2,12.0,58.75632000000053,-0.0005280000014806774,4.9048443
71402,201,0.0,0,2,12.0,58.25879999999941,-1.3279200000003757,4.897069
71403,190,0.0,1,1,24.0,58.7520000000012,-0.00528000000542761,4.89297
71404,206,0.0,2,0,36.0,72.9010800000026,-0.0021120000059227095,4.8887024
71405,195,0.0,1,2,24.0,59.280119999998604,-1.4329919999995864,4.885373
71406,211,0.0,0,3,12.0,60.3745199999981,-0.3812159999951348,4.8710623
71407,200,0.0,1,2,24.0,59.5267199999995,0.2624159999996323,4.8598514
71408,208,0.0,1,2,24.0,57.263039999998355,0.6578880000019183,4.8440256
71409,209,0.0,1,2,24.0,57.26772000000189,0.2217599999934805,4.8182316
71410,217,0.0,2,2,36.0,77.62571999999857,0.5401440000046875,4.8099613
71411,214,0.0,1,2,24.0,57.333599999997986,-0.005279999996048446,4.796966
71412,207,0.0,0,2,12.0,71.65799999999862,-1.2513599999967082,4.790522
71413,182,0.0,3,2,48.0,55.25172000000147,-0.0036960000056751596,4.6193633
71414,210,0.0,0,2,12.0,73.50120000000047,-0.0021120000012331275,4.613211
71415,186,0.0,3,4,48.0,55.25136000000046,-0.0031679999995049,4.5982604
71416,220,0.0,0,3,12.0,73.31399999999988,0.026399999999000556,4.589666
71417,203,0.0,2,2,36.0,64.99908000000119,0.0005279999967910953,4.573466
71418,219,0.0,0,2,12.0,73.91663999999842,0.10348800000414826,4.5628586
71419,212,0.0,2,4,36.0,66.63528000000127,-0.2988480000033178,4.5474744
71420,223,0.0,0,2,12.0,73.01736000000254,1.8575039999942078,4.528649
71421,226,0.0,0,2,12.0,74.22371999999946,-0.11299199999797338,4.5049043
71422,225,0.0,0,5,12.0,74.83571999999867,-0.004751999994567768,4.447114
71423,192,0.0,3,4,48.0,55.25099999999945,-0.002639999998024223,4.401432
71424,191,0.0,3,2,48.0,55.247040000001135,0.0010559999982717727,4.3814116
71425,197,0.0,3,4,48.0,55.334879999998066,-0.003167999994815318,4.362084
71426,205,0.0,3,4,48.0,64.99908000000119,0.0021119999965435454,4.253883
71427,231,0.0,0,2,12.0,78.50159999999917,-0.005279999996048446,4.244708
71428,218,0.0,3,2,48.0,66.5769600000008,0.0781439999987299,4.239182
71429,213,0.0,1,4,24.0,68.50152000000058,-0.002640000002713805,4.2382574
71430,222,0.0,3,2,48.0,70.10172000000203,-0.0005280000061702594,4.096003
71431,230,0.0,3,2,48.0,70.10100000000001,-0.0021120000012331275,4.050264
71432,243,0.0,0,2,12.0,83.4991199999994,0.0010559999982717727,4.0456038
71433,215,0.0,2,4,36.0,64.99980000000001,0.0010559999982717727,3.9505498
71434,216,0.0,2,4,36.0,65.03903999999974,-0.5184960000002548,3.9205344
71435,224,0.0,2,4,36.0,65.43720000000039,-0.09768000000190871,3.8889885
71436,227,0.0,2,3,36.0,63.43344000000073,0.8928479999972334,3.8669536
71437,239,0.0,2,2,36.0,63.93204000000008,0.01108799999826715,3.8376467
71438,221,0.0,1,2,24.0,63.50075999999927,-0.0005279999991358864,3.7387705
71439,248,0.0,0,1,12.0,83.51424000000023,-0.00158399999975245,3.7214973
71440,233,0.0,1,2,24.0,62.698679999999385,-0.07075199999910353,3.7077901
71441,228,0.0,1,0,24.0,64.3395599999998,-0.5359199999998765,3.6859283
71442,240,0.0,2,2,36.0,67.90104000000011,-0.0031680000018601126,3.663736
71443,237,0.0,1,2,24.0,66.04127999999977,-0.9826079999980455,3.6539338
71444,229,0.0,3,3,48.0,65.09844000000004,-0.0005279999991254651,3.5867796
71445,232,0.0,2,2,36.0,67.89959999999925,2.3552123214661452e-12,3.553824
71446,252,0.0,0,2,12.0,68.50116000000116,-0.0015840000020868198,3.551446
71447,241,0.0,0,6,12.0,68.45976000000019,0.007391999999615943,3.5258284
71448,242,0.0,1,4,24.0,68.50043999999914,2.3552123214661452e-12,3.4649942
71449,246,0.0,1,4,24.0,65.95559999999932,1.9567680000005794,3.4436357
71450,234,0.0,2,4,36.0,65.00051999999883,-0.0015839999974180804,3.4070935
71451,247,0.0,1,2,24.0,70.33248000000007,-0.733919999999415,3.3957314
71452,235,0.0,2,2,36.0,64.57787999999987,0.060720000001452945,3.3850129
71453,236,0.0,3,2,48.0,64.999439999999,0.0021120000012331275,3.3294396
71454,238,0.0,3,4,48.0,65.09808000000064,0.0,3.306516
71455,245,0.0,0,4,12.0,68.50115999999957,-0.002111999998877915,3.3041182
71456,249,0.0,0,5,12.0,67.83120000000089,-0.3854400000022906,3.2828386
71457,256,0.0,0,2,12.0,65.03472000000042,0.9049919999984619,3.2613366
71458,244,0.0,3,4,48.0,65.00016000000102,-0.0005280000014806774,3.1524954
71459,250,0.0,2,2,36.0,67.89852000000103,0.003695999998651208,3.1522303
71460,260,0.0,3,2,48.0,64.98684000000043,0.002111999998898758,3.1280503
71461,257,0.0,0,4,12.0,73.49759999999996,0.0005280000014806774,3.1239035
71462,270,0.0,2,4,36.0,71.21160000000017,1.0834559999995008,3.106267
71463,261,0.0,0,2,12.0,73.52568000000036,-0.0015840000020868198,3.1001213
71464,251,0.0,3,2,48.0,65.58480000000024,-0.0021120000012331275,3.099386
71465,259,0.0,1,3,24.0,63.497519999999774,0.00158399999975245,3.0315938
71466,255,0.0,1,3,24.0,65.10564000000105,-0.00475200000159172,3.0193741
71467,267,0.0,1,2,24.0,66.77423999999928,0.4128960000018973,2.986996
71468,254,0.0,2,3,36.0,67.89888000000045,0.00422399999775583,2.9571242
71469,258,0.0,3,2,48.0,65.09844000000004,-0.0005279999991254651,2.8217394
71470,263,0.0,3,4,48.0,65.06496000000048,0.007391999999615943,2.797043
71471,262,0.0,3,4,48.0,65.03832000000091,0.0095039999985147,2.7741542
71472,265,0.0,1,2,24.0,68.50188,-0.003695999998651208,2.6724617
71473,272,0.0,3,2,48.0,65.09808000000064,0.0010559999982717727,2.6228282
71474,266,0.0,3,2,48.0,65.35692000000068,0.10137599999822555,2.6124513
71475,264,0.0,0,2,12.0,63.49967999999944,-0.00475199999925735,2.6027882
71476,271,0.0,0,4,12.0,65.1142799999997,0.001056000000626985,2.5868907
71477,269,0.0,0,2,12.0,68.50044000000075,0.0005279999967910953,2.4782088
71478,274,0.0,1,2,24.0,68.50043999999914,0.00052800000150152,2.4611795
71479,276,0.0,0,2,12.0,67.83552000000022,-0.15998400000077975,2.4449391
71480,253,0.0,2,1,36.0,55.245600000000294,0.00158399999975245,2.4262245
71481,279,0.0,0,4,12.0,67.57884000000143,-0.21014400000313269,2.4107163
71482,273,0.0,2,0,36.0,58.422240000000514,-0.2956800000014681,2.3851109
71483,287,0.0,0,1,12.0,69.4684799999992,0.01003200000235059,2.3776402
71484,286,0.0,0,2,12.0,71.25407999999939,-0.05438399999775356,2.337631
71485,268,0.0,3,2,48.0,65.09808000000064,0.0005279999991254651,2.3244615
71486,282,0.0,0,4,12.0,72.98856000000012,-0.9704639999991931,2.314781
71487,278,0.0,1,5,24.0,68.4953999999994,-0.0010559999982717727,2.2074242
71488,277,0.0,3,5,48.0,65.00052000000042,-0.00158399999975245,2.1034691
71489,275,0.0,2,4,36.0,59.99759999999945,-0.0005279999991358864,2.086576
71490,281,0.0,0,2,12.0,73.49759999999996,0.0005279999991463076,2.0588753
71491,285,0.0,3,2,48.0,68.32799999999999,-0.6457440000006898,2.057904
71492,289,0.0,0,1,12.0,71.10539999999972,1.8115680000013867,2.0489519
71493,284,0.0,2,2,36.0,67.9046399999998,0.0021120000000659426,1.9979656
71494,288,0.0,1,4,24.0,73.49759999999917,3.5223971887414034e-12,1.9814258
71495,290,0.0,2,3,36.0,69.51275999999949,0.08553600000070105,1.9714133
71496,293,0.0,2,2,36.0,71.06220000000008,-0.0005280000003134925,1.945335
71497,299,0.0,0,2,12.0,88.50528000000067,-1.1880274541908874e-12,1.9274257
71498,292,0.0,1,5,24.0,73.49795999999938,-0.0005279999991463076,1.8967001
71499,280,0.0,3,4,48.0,65.00016000000022,-0.0005280000003134925,1.8831917
71500,297,0.0,1,2,24.0,68.49503999999999,0.0005279999991463076,1.7665805
71501,283,0.0,3,2,48.0,65.09772000000042,0.0010559999994389575,1.7655177
71502,294,0.0,1,4,24.0,70.26443999999952,-0.5781599999987672,1.7413422
71503,296,0.0,2,2,36.0,72.89712000000029,-0.0005280000003134925,1.7161506
71504,291,0.0,3,1,48.0,64.9994399999998,0.001056000000626985,1.6791643
71505,298,0.0,1,2,24.0,68.49503999999999,0.0,1.6677697
71506,295,0.0,2,2,36.0,65.00016000000022,0.0,1.5384148
71507,308,0.0,2,2,36.0,67.90500000000002,0.0005279999991463076,1.4951608
71508,304,0.0,3,2,48.0,65.09771999999963,0.0010560000006061424,1.4582937
71509,301,0.0,0,2,12.0,63.50327999999994,0.0,1.4438608
71510,300,0.0,2,2,36.0,64.98900000000009,-0.00052800000029265,1.4243759
71511,302,0.0,0,1,12.0,64.92888000000016,-0.05966400000082596,1.4109509
71512,305,0.0,2,3,36.0,65.36592000000034,-0.09768000000076237,1.3946062
71513,303,0.0,2,4,36.0,63.94032000000011,-0.09187200000087804,1.366462
71514,307,0.0,3,3,48.0,65.09844000000004,-0.00052800000029265,1.3602661
71515,309,0.0,0,4,12.0,66.73247999999967,-0.5322240000000685,1.3500502
71516,306,0.0,1,4,24.0,68.49503999999999,0.0005279999991463076,1.3404891
71517,312,0.0,1,2,24.0,70.2536399999996,1.167184867275258e-12,1.2976103
71518,311,0.0,0,2,12.0,68.3564400000006,-0.33158400000132815,1.2872506
